X,Player,avg,gp.gs,ab,r,h,X2b,X3b,hr,rbi,tb,slg.,bb,hbp,so,gdp,ob.,sf,sh,sb.att,era,w.l,app.gs,cg,sho,sv,ip,er,b.avg,wp,bk,Year,Gametype
957,"WEERT v Niels, QUI",0.475,10-10,40,16,19,7,2,0,4,30,0.75,5,1,3,0,0.543,0,0,6-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
958,"WILLIAMS Omar, DSS",0.457,10-10,35,7,16,4,0,2,13,26,0.743,9,2,2,1,0.563,2,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
959,"NIEVELD Kevin, DSS",0.447,10-10,38,12,17,6,0,1,9,26,0.684,6,1,6,2,0.511,2,1,4-4,0,0-0,1-0,0,0/0,0,1,0,0.333,0,0,"Seizoen 2017",Promotie/Degradatie
960,"GOUVERNEUR Odion, DSS",0.419,8-8,31,16,13,2,0,0,9,15,0.484,5,1,6,1,0.514,0,0,7-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
961,"GE Chris, TWI",0.407,8-7,27,10,11,1,1,0,7,14,0.519,4,0,4,0,0.484,0,1,4-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
962,"JONG de Jos, QUI",0.406,9-9,32,7,13,2,0,0,10,15,0.469,4,2,5,1,0.487,1,1,0-0,0,1-0,2-0,0,0/0,0,3.2,0,0.133,0,0,"Seizoen 2017",Promotie/Degradatie
963,"PIETER Devano, DSS",0.375,9-8,32,6,12,3,0,0,2,15,0.469,2,0,3,0,0.412,0,0,2-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
964,"BRANDL Philip, STO",0.375,8-7,24,5,9,1,0,0,4,10,0.417,4,0,8,0,0.464,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
965,"BOS Thomas, DSS",0.375,8-6,24,6,9,0,0,0,4,9,0.375,3,0,3,0,0.444,0,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
966,"ILLIS Jordan, UVV",0.37,9-6,27,4,10,3,0,0,1,13,0.481,1,1,6,0,0.414,0,1,1-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
967,"QUINT de Dennis, TWI",0.355,9-9,31,7,11,4,0,1,6,18,0.581,6,1,8,2,0.474,0,0,1-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
968,"DAUTZENBERG Mitchel, DSS",0.353,9-8,34,13,12,1,0,0,4,13,0.382,4,0,2,2,0.421,0,0,2-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
969,"DENIS Remian, QUI",0.333,10-10,36,5,12,2,1,1,10,19,0.528,5,2,10,0,0.442,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
970,"RUBEN Berend, UVV",0.333,10-10,33,8,11,2,0,1,10,16,0.485,8,4,4,1,0.511,0,1,6-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
971,"KOEHORST Ted, OG",0.323,10-10,31,5,10,1,0,0,3,11,0.355,5,1,4,0,0.432,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
972,"ROSARIA Luigino, QUI",0.321,9-8,28,2,9,0,0,1,5,12,0.429,3,0,6,1,0.387,0,0,3-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
973,"WEIS Niels, STO",0.321,8-6,28,3,9,0,0,0,8,9,0.321,3,1,6,0,0.406,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
974,"WINDT de Quinlan, STO",0.293,10-9,41,5,12,1,0,0,1,13,0.317,1,1,10,0,0.326,0,0,1-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
975,"ERK v Tino, DSS",0.282,10-9,39,4,11,2,0,0,12,13,0.333,3,1,4,1,0.326,3,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
976,"JONG de Bas, QUI",0.282,10-10,39,4,11,2,0,1,6,16,0.41,5,1,3,1,0.378,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
977,"MEER vd Bob, TWI",0.278,10-9,36,6,10,1,1,1,6,16,0.444,5,1,5,1,0.381,0,0,5-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
978,"GROOTEN Bram, TWI",0.276,8-7,29,4,8,3,0,0,4,11,0.379,4,0,8,0,0.364,0,1,4-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
979,"MARTIS Sergino, UVV",0.273,9-9,33,4,9,1,0,0,3,10,0.303,7,1,7,0,0.415,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
980,"VERHEYLEWEGHEN Jamie, TWI",0.273,9-9,33,4,9,0,1,0,8,11,0.333,7,0,0,1,0.39,1,0,2-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
981,"GIL Gino, STO",0.273,9-7,22,3,6,0,0,0,1,6,0.273,7,4,2,0,0.515,0,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
982,"BLOM Dennis, OG",0.269,8-8,26,1,7,0,0,0,0,7,0.269,3,0,8,0,0.345,0,0,1-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
983,"GOINS Julian, UVV",0.267,10-8,30,7,8,0,0,0,2,8,0.267,6,0,3,1,0.389,0,1,2-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
984,"DAAL Rodney, UVV",0.263,10-10,38,7,10,6,0,3,8,25,0.658,5,0,4,2,0.341,1,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
985,"PERDUE Melvin, TWI",0.257,10-10,35,8,9,1,0,0,2,10,0.286,7,0,3,0,0.381,0,0,2-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
986,"BLAAUW Jelle, UVV",0.243,10-10,37,9,9,1,0,0,8,10,0.27,6,3,2,0,0.383,1,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
987,"HEUS Joffrey, OG",0.235,10-10,34,2,8,0,0,0,4,8,0.235,5,0,4,1,0.325,1,1,0-1,36,0-0,1-0,0,0/0,0,1,4,0.571,0,0,"Seizoen 2017",Promotie/Degradatie
988,"DIJK Jurriaan, STO",0.235,10-10,34,7,8,3,0,0,4,11,0.324,12,0,5,1,0.426,1,1,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
989,"MOLENAAR Mick, TWI",0.231,8-8,26,3,6,1,0,0,4,7,0.269,4,2,3,1,0.364,1,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
990,"LAMMERTS Milan, OG",0.222,10-9,36,7,8,0,0,1,3,11,0.306,3,1,20,0,0.3,0,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
991,"JANSSEN Bart, TWI",0.217,8-8,23,3,5,1,0,0,4,6,0.261,6,1,9,0,0.4,0,1,2-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
992,"BURGER Jordy, QUI",0.214,10-9,28,4,6,0,0,0,1,6,0.214,3,0,4,0,0.281,1,1,3-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
993,"BERNARDUS Wesley, QUI",0.211,10-10,38,8,8,0,0,0,3,8,0.211,7,0,6,1,0.326,1,1,1-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
994,"MICA Nils, OG",0.207,10-10,29,6,6,2,0,1,3,11,0.379,6,0,9,0,0.343,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
995,"VREEKEN Tom, OG",0.2,10-10,30,4,6,1,0,0,3,7,0.233,9,0,8,1,0.385,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
996,"DIEMEN v Martijn, OG",0.2,10-9,30,1,6,0,0,0,1,6,0.2,2,0,11,0,0.25,0,0,1-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
997,"PEELS Nick, TWI",0.194,10-9,31,9,6,1,0,0,4,7,0.226,5,1,9,0,0.308,2,1,3-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
998,"LEONARD Carlos, QUI",0.188,10-9,32,1,6,0,0,0,2,6,0.188,4,0,10,1,0.278,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
999,"GABRIELS Levine, DSS",0.182,9-9,33,4,6,2,1,1,6,13,0.394,2,2,11,2,0.263,1,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1000,"DUNLOP Tijani, STO",0.179,10-9,28,4,5,2,0,0,1,7,0.25,2,0,7,0,0.233,0,2,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1001,"PEREZ Giovanny, STO",0.167,9-9,30,3,5,0,0,0,2,5,0.167,1,0,8,0,0.194,0,2,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1002,"KOEHORST Hugo, OG",0.167,8-7,30,3,5,1,0,1,1,9,0.3,3,0,6,0,0.242,0,0,1-1,9,0-0,1-0,0,0/0,0,1,1,0.25,0,0,"Seizoen 2017",Promotie/Degradatie
1003,"BERKHOUT Joran, STO",0.121,10-10,33,6,4,0,0,1,4,7,0.212,7,2,8,0,0.302,1,0,1-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1004,"KROFT Jelle, OG",0.095,9-8,21,1,2,0,0,0,2,2,0.095,11,1,12,0,0.424,0,0,0-0,1.5,0-0,4-0,0,0/0,0,6,1,0.25,1,2,"Seizoen 2017",Promotie/Degradatie
1006,"WINKEL Nick, STO",0.667,4-1,3,0,2,0,0,0,0,2,0.667,0,0,1,0,0.667,0,0,0-0,4.26,0-0,4-0,0,0/0,0,6.1,3,0.227,0,0,"Seizoen 2017",Promotie/Degradatie
1007,"KUIPERS Rick, UVV",0.529,8-6,17,6,9,0,1,0,3,11,0.647,5,0,1,0,0.636,0,1,2-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1008,"LENTING Menno, TWI",0.5,3-0,4,1,2,0,0,0,0,2,0.5,0,0,0,0,0.5,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1009,"HEILIGERS Daniel, DSS",0.5,1-0,2,0,1,1,0,0,3,2,1,0,0,0,0,0.5,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1010,"EVERTSE Jan, TWI",0.5,5-1,2,1,1,1,0,0,0,2,1,0,0,1,0,0.5,0,0,0-0,3.75,2-1,5-1,0,0/0,0,12,5,0.182,2,0,"Seizoen 2017",Promotie/Degradatie
1011,"SANDEN vd Tommy, DSS",0.417,4-3,12,3,5,2,0,0,3,7,0.583,3,0,2,0,0.533,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1012,"HALDERMAN Koen, DSS",0.4,4-3,15,5,6,3,0,0,5,9,0.6,1,1,3,0,0.471,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1013,"ELSWIJK v Boudewijn, STO",0.364,6-5,22,4,8,2,0,2,6,16,0.727,1,0,2,0,0.391,0,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1014,"SANDEN vd Sven, DSS",0.333,8-7,21,8,7,1,0,1,4,11,0.524,2,1,4,0,0.4,1,0,2-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1015,"DAAL Randy, UVV",0.333,5-5,15,1,5,0,0,0,4,5,0.333,4,0,2,0,0.474,0,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1016,"LEMMINK Jenk, OG",0.316,8-5,19,3,6,2,0,0,3,8,0.421,4,1,7,2,0.44,1,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1017,"WINDT de Tyron, STO",0.313,5-4,16,2,5,0,0,0,2,5,0.313,1,0,3,1,0.353,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1018,"APPELMAN Djewi, DSS",0.292,6-6,24,4,7,2,0,1,3,12,0.5,2,0,3,3,0.346,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1020,"TAKKE Tijmen, UVV",0.263,5-5,19,3,5,1,0,0,1,6,0.316,5,0,2,0,0.417,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1021,"ENGELHARDT Brian, QUI",0.25,6-5,20,5,5,0,0,1,7,8,0.4,5,0,3,0,0.385,1,0,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1022,"HOEK v Randy, STO",0.235,8-6,17,2,4,1,0,0,1,5,0.294,8,1,5,0,0.5,0,0,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1023,"BERGH vd Joost, STO",0.231,6-3,13,1,3,0,0,0,3,3,0.231,2,0,4,1,0.333,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1024,"BRYSON Denzel, TWI",0.222,3-2,9,0,2,0,0,0,1,2,0.222,1,0,1,0,0.3,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1025,"COMENENCIA Cecil, UVV",0.217,7-6,23,1,5,0,0,0,2,5,0.217,2,0,4,0,0.28,0,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1026,"WINDSTER Kevin, QUI",0.2,8-4,15,3,3,0,0,0,2,3,0.2,0,0,5,0,0.2,0,1,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1027,"BAZUIN Mike, UVV",0.182,6-5,22,3,4,0,0,0,2,4,0.182,1,0,5,0,0.208,1,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1028,"LAURENS Roland, UVV",0.182,5-3,11,1,2,0,0,0,0,2,0.182,0,0,4,0,0.182,0,2,0-0,0,0-0,1-0,0,0/0,0,0.1,0,0,0,0,"Seizoen 2017",Promotie/Degradatie
1029,"KARPER Kevin, OG",0.167,4-1,6,0,1,0,0,0,1,1,0.167,1,0,2,0,0.286,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1030,"VRUTAAL Tair, TWI",0.133,5-3,15,0,2,1,0,0,3,3,0.2,2,0,8,0,0.235,0,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1031,"BEUGELING Barry, DSS",0.125,2-2,8,1,1,0,0,0,0,1,0.125,0,0,2,0,0.125,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1032,"CREMER Jules, QUI",0.125,2-2,8,2,1,1,0,0,2,2,0.25,2,0,3,0,0.3,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1033,"HETEM Mitchell, OG",0.111,6-1,9,0,1,0,0,0,1,1,0.111,0,0,4,0,0.111,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1034,"RIJNBERGEN Brandon, UVV",0.045,8-7,22,0,1,0,0,0,2,1,0.045,0,1,8,1,0.087,0,2,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1035,"HONDIUS Joeri, OG",0,4-2,10,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1036,"NICHOLAS Shairon, QUI",0,7-1,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1037,"PETIT Sem, STO",0,7-3,9,0,0,0,0,0,0,0,0,2,1,1,0,0.25,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1038,"BERKEL Kai, QUI",0,4-3,7,0,0,0,0,0,0,0,0,3,0,2,0,0.3,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1039,"CORNELISSE Bayron, DSS",0,5-4,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0-0,3,1-0,3-3,1,0/0,0,21,7,0.189,0,0,"Seizoen 2017",Promotie/Degradatie
1040,"DIJK v Tjibbe, STO",0,6-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,4.15,2-1,5-0,0,0/0,0,4.1,2,0.2,1,0,"Seizoen 2017",Promotie/Degradatie
1041,"VEEN v Kevin, UVV",0,7-0,2,1,0,0,0,0,0,0,0,0,1,1,0,0.333,0,0,0-0,8.38,0-3,5-0,0,0/0,1,9.2,9,0.425,0,0,"Seizoen 2017",Promotie/Degradatie
1042,"HUIJGENS Koen, STO",0,2-0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1043,"JANSSEN Dave, TWI",0,2-1,2,0,0,0,0,0,0,0,0,2,0,0,0,0.5,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1044,"YAMASHITA Daisuke, TWI",0,7-0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,8.1,0-0,7-0,0,0/0,1,10,9,0.326,3,0,"Seizoen 2017",Promotie/Degradatie
1045,"BUNT vd Dennis, QUI",0,4-0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0-0,6.75,0-0,3-0,0,0/0,0,4,3,0.278,0,0,"Seizoen 2017",Promotie/Degradatie
1046,"ISENIA Aaron, QUI",0,6-0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0-0,2.7,0-0,5-0,0,0/0,0,6.2,2,0.2,1,1,"Seizoen 2017",Promotie/Degradatie
1047,"CREMER Mees, QUI",0,8-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0-0,13.03,1-0,7-1,0,0/0,0,9.2,14,0.405,2,0,"Seizoen 2017",Promotie/Degradatie
1048,"SEWALT Oscar, OG",0,1-0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2017",Promotie/Degradatie
1049,"GROOT de Aaron, STO",0,3-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,8.1,0-2,3-1,0,0/0,0,6.2,6,0.333,2,0,"Seizoen 2017",Promotie/Degradatie
1050,"KOKS Jurrian, STO",0,6-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,2.72,2-2,6-5,0,0/0,0,39.2,12,0.237,3,0,"Seizoen 2017",Promotie/Degradatie
1051,"DREIJER Rob, OG",0,5-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0-0,8.03,0-1,5-1,0,0/0,0,12.1,11,0.411,2,0,"Seizoen 2017",Promotie/Degradatie
1052,"ANCUM v Timo, UVV",0,5-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,7.01,0-2,5-5,0,0/0,0,25.2,20,0.267,2,0,"Seizoen 2017",Promotie/Degradatie
1053,"LITH v Gilian, UVV",0,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,40.5,0-0,2-0,0,0/0,0,0.2,3,0.4,0,0,"Seizoen 2017",Promotie/Degradatie
1054,"BEMMELEN v Jonah, UVV",0,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,54,0-0,3-0,0,0/0,0,1,6,0.625,2,0,"Seizoen 2017",Promotie/Degradatie
1055,"STEENWIJK Thijs, TWI",0,4-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,1.23,1-0,4-0,0,0/0,1,7.1,1,0.172,1,0,"Seizoen 2017",Promotie/Degradatie
1056,"OSINGA Jimmy, UVV",0,4-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,9,0-1,3-0,0,0/0,0,2,2,0.286,1,0,"Seizoen 2017",Promotie/Degradatie
1057,"SARMIENTO Reynaldo, TWI",0,5-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,1.33,2-0,5-5,0,0/0,0,27,4,0.204,2,1,"Seizoen 2017",Promotie/Degradatie
1058,"LAAR v Colin, QUI",0,5-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,4.61,1-2,5-5,0,0/0,0,27.1,14,0.306,2,0,"Seizoen 2017",Promotie/Degradatie
1059,"JAMES T'shawn, QUI",0,5-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,17.47,0-1,5-0,0,0/0,0,5.2,11,0.2,3,0,"Seizoen 2017",Promotie/Degradatie
1060,"BREEK Donny, DSS",0,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,0.84,2-0,2-2,0,0/0,0,10.2,1,0.139,0,0,"Seizoen 2017",Promotie/Degradatie
1061,"HELMENDACH Sander, DSS",0,5-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,6.52,0-1,5-1,0,0/1,0,9.2,7,0.311,2,0,"Seizoen 2017",Promotie/Degradatie
1062,"LEUVEN v Tim, OG",0,5-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,12.33,0-4,5-3,0,0/0,0,15.1,21,0.486,1,1,"Seizoen 2017",Promotie/Degradatie
1063,"REEMST Rowald, QUI",0,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,13.5,0-0,2-0,0,0/0,0,0.2,1,0.5,0,0,"Seizoen 2017",Promotie/Degradatie
1064,"OOSTERWIJK Ronald, OG",0,5-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,4.03,1-0,5-3,0,0/0,0,22.1,10,0.343,1,0,"Seizoen 2017",Promotie/Degradatie
1065,"BOMBERG Reggie, DSS",0,4-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,6.3,1-0,4-0,0,0/0,1,10,7,0.262,2,0,"Seizoen 2017",Promotie/Degradatie
1066,"HALDERMAN Tim, DSS",0,4-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,0.55,3-0,4-2,0,0/1,0,16.1,1,0.135,1,0,"Seizoen 2017",Promotie/Degradatie
1067,"STUIFBERGEN Tom, DSS",0,3-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,3,1-0,3-1,0,0/1,0,6,2,0.227,1,0,"Seizoen 2017",Promotie/Degradatie
1068,"CLARA Robyn, DSS",0,4-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,7.5,0-1,4-1,0,0/0,0,6,5,0.357,0,0,"Seizoen 2017",Promotie/Degradatie
1069,"ZIJL v Jurjen, UVV",0,5-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,3.38,3-1,5-5,3,1/0,0,40,15,0.236,0,0,"Seizoen 2017",Promotie/Degradatie
